code,name,region,province,city,platform,reachable,trasparenza_url,discovery_note
CRIS00100P,"""G. ROMANI""",LOMBARDIA,CREMONA,CASALMAGGIORE,unknown,0,,URLError timed out
CRIS00200E,"""STANGA""",LOMBARDIA,CREMONA,CREMONA,agid_wordpress,1,https://web.spaggiari.eu/sdg/app/default/trasparenza.php?sede_codice=CRII0002&#038;referer=%3Chttps://www.istitutostanga.edu.it%3E,ok
CRIS00300A,"""A. GHISLERI - BELTRAMI""",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRIS004006,"""J. TORRIANI""",LOMBARDIA,CREMONA,CREMONA,madisoft,1,https://www.iistorriani.it/amministrazione-trasparente/,ok
CRIS00600T,"""L.EINAUDI""",LOMBARDIA,CREMONA,CREMONA,generic,1,https://www.einaudicremona.edu.it/amministrazione-trasparente/,ok
CRIS00800D,"""ANTONIO STRADIVARI""",LOMBARDIA,CREMONA,CREMONA,unknown,0,,HTTPError 509
CRIS009009,"I.I.S. ""G. GALILEI",LOMBARDIA,CREMONA,CREMA,madisoft,1,https://galileicrema.edu.it/amministrazione-trasparente/,ok
CRIS011009,"""P.SRAFFA""",LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRIS013001,RACCHETTI - DA VINCI,LOMBARDIA,CREMONA,CREMA,spaggiari,1,https://www.racchettidavinci.edu.it/servizi-personale,ok
CRIS01400R,I.I.S LUCA PACIOLI,LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRIS01600C,"""BRUNO MUNARI""",LOMBARDIA,CREMONA,CREMA,axios,1,https://iismunari.edu.it/albo-online/,ok
CRMM04400D,CPIA 1 CREMONA,LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRMM70001V,CTP CREMONA - SEDE CARCERARIA,LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRMM80001Q,"""GIACOMO BERTESI"" (SORESINA)",LOMBARDIA,CREMONA,SORESINA,wordpress_generic,1,https://icbertesi.edu.it/amministrazione-trasparente/,ok
CRMM80002R,SCUOLA SEC. 1' GR. CASALMORANO,LOMBARDIA,CREMONA,CASALMORANO,wordpress_generic,1,https://icbertesi.edu.it/amministrazione-trasparente/,ok
CRMM80003T,"""G. VIDA"" (PADERNO PONCHIELLI)",LOMBARDIA,CREMONA,PADERNO PONCHIELLI,wordpress_generic,1,https://icbertesi.edu.it/amministrazione-trasparente/,ok
CRMM80101G,"""DIOTTI"" (CASALMAGGIORE)",LOMBARDIA,CREMONA,CASALMAGGIORE,generic,1,https://www.icdiotti.edu.it/amministrazione-trasparente/,ok
CRMM80201B,"""E.FERMI"" (MONTODINE)",LOMBARDIA,CREMONA,MONTODINE,unknown,0,,URLError [Errno -2] Name or service not known
CRMM80202C,CREDERA RUBBIANO,LOMBARDIA,CREMONA,CREDERA RUBBIANO,unknown,0,,URLError [Errno -2] Name or service not known
CRMM80203D,RIPALTA CREMASCA,LOMBARDIA,CREMONA,RIPALTA CREMASCA,unknown,0,,URLError [Errno -2] Name or service not known
CRMM803017,"""UBALDO FERRARI"" (CASTELVERDE)",LOMBARDIA,CREMONA,CASTELVERDE,unknown,0,,URLError timed out
CRMM803028,POZZAGLIO ED UNITI,LOMBARDIA,CREMONA,POZZAGLIO ED UNITI,unknown,0,,URLError timed out
CRMM803039,SESTO CREMONESE,LOMBARDIA,CREMONA,SESTO ED UNITI,unknown,0,,URLError timed out
CRMM80304A,"""STEFANO JACINI"" (CASALBUTTANO)",LOMBARDIA,CREMONA,CASALBUTTANO ED UNITI,unknown,0,,URLError timed out
CRMM80305B,ROBECCO D'OGLIO,LOMBARDIA,CREMONA,ROBECCO D'OGLIO,unknown,0,,URLError timed out
CRMM804013,"""P.SENTATI"" (CASTELLEONE)",LOMBARDIA,CREMONA,CASTELLEONE,generic,1,https://www.iccastelleone.it/amministrazione-trasparente/,ok
CRMM804024,SCUOLA SEC. I GRADO TRIGOLO,LOMBARDIA,CREMONA,TRIGOLO,generic,1,https://www.iccastelleone.it/amministrazione-trasparente/,ok
CRMM80501V,"SEC. ""D. ALIGHIERI"" OFFANENGO",LOMBARDIA,CREMONA,OFFANENGO,wordpress_generic,1,https://icfalbor.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
CRMM80502X,"SEC. ""G. GALILEI"" ROMANENGO",LOMBARDIA,CREMONA,ROMANENGO,unknown,0,,URLError timed out
CRMM80601P,"""C.A.PIACENTINI"" (SERGNANO)",LOMBARDIA,CREMONA,SERGNANO,unknown,0,,URLError timed out
CRMM80602Q,"""I TIGLI"" (CAPRALBA)",LOMBARDIA,CREMONA,CAPRALBA,unknown,0,,URLError timed out
CRMM80801A,"""ENRICO FERMI"" (PIZZIGHETTONE)",LOMBARDIA,CREMONA,PIZZIGHETTONE,unknown,0,,URLError timed out
CRMM80802B,S. BASSANO,LOMBARDIA,CREMONA,SAN BASSANO,unknown,0,,URLError timed out
CRMM80803C,"""S. F.S. CABRINI"" (GRUMELLO)",LOMBARDIA,CREMONA,GRUMELLO CREMONESE ED UNITI,unknown,0,,URLError timed out
CRMM809016,"""UGO FOSCOLO"" (VESCOVATO)",LOMBARDIA,CREMONA,VESCOVATO,unknown,0,,HTTPError 503
CRMM809027,"""UGO FOSCOLO"" (GRONTARDO)",LOMBARDIA,CREMONA,GRONTARDO,unknown,0,,URLError timed out
CRMM809038,"""DON GAETANO PORTIOLI""(OSTIANO)",LOMBARDIA,CREMONA,OSTIANO,unknown,0,,URLError timed out
CRMM811016,"""GIOVANNI XXIII"" (SONCINO)",LOMBARDIA,CREMONA,SONCINO,agid_wordpress,1,https://www.icsoncino.edu.it/amministrazione-trasparente/,ok
CRMM812012,"""A.MANZONI"" (TRESCORE CREMASCO)",LOMBARDIA,CREMONA,TRESCORE CREMASCO,unknown,0,,HTTPError 404
CRMM812023,"""MICHELANG.BUONARROTI""(VAILATE)",LOMBARDIA,CREMONA,VAILATE,unknown,0,,HTTPError 404
CRMM81301T,"""ANGELO G.RONCALLI"" (GUSSOLA)",LOMBARDIA,CREMONA,GUSSOLA,unknown,0,,URLError timed out
CRMM81303X,"""E.FERMI"" (S.GIOVANNI IN CROCE)",LOMBARDIA,CREMONA,SAN GIOVANNI IN CROCE,unknown,0,,URLError timed out
CRMM813041,SCUOLA MEDIA DI CINGIA DE BOTTI,LOMBARDIA,CREMONA,CINGIA DE' BOTTI,unknown,0,,URLError timed out
CRMM81401N,"""G.M. SACCHI"" (PIADENA)",LOMBARDIA,CREMONA,PIADENA DRIZZONA,unknown,0,,URLError timed out
CRMM81402P,"""E. FERMI"" (TORRE PICENARDI)",LOMBARDIA,CREMONA,TORRE DE' PICENARDI,unknown,0,,URLError timed out
CRMM81501D,"""A. STRADIVARI"" (SOSPIRO)",LOMBARDIA,CREMONA,SOSPIRO,unknown,0,,URLError timed out
CRMM81502E,PIEVE SAN GIACOMO,LOMBARDIA,CREMONA,PIEVE SAN GIACOMO,unknown,0,,URLError timed out
CRMM816019,"""DON PRIMO MAZZOLARI""(RIVAROLO)",LOMBARDIA,CREMONA,RIVAROLO DEL RE ED UNITI,unknown,0,,URLError timed out
CRMM817015,"""LUIGI CHIESA""",LOMBARDIA,CREMONA,SPINO D'ADDA,madisoft,1,https://www.icspinodadda.edu.it/amministrazione-trasparente/,ok
CRMM817026,"""GUGLIELMO MARCONI""",LOMBARDIA,CREMONA,DOVERA,madisoft,1,https://www.icspinodadda.edu.it/amministrazione-trasparente/,ok
CRMM818011,"""DALMAZIO BIRAGO""RIVOLTA D'ADDA",LOMBARDIA,CREMONA,RIVOLTA D'ADDA,unknown,0,,URLError [Errno -2] Name or service not known
CRMM818022,PALMIRO PREMOLI (AGNADELLO),LOMBARDIA,CREMONA,AGNADELLO,unknown,0,,URLError [Errno -2] Name or service not known
CRMM81901R,LEANDRO BERINZAGHI (PANDINO),LOMBARDIA,CREMONA,PANDINO,unknown,0,,URLError [Errno -2] Name or service not known
CRMM820011,"SMS ""MARCO GEROLAMO VIDA"" (CR)",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError [Errno -2] Name or service not known
CRMM82101R,SMS ANTONIO CAMPI (CREMONA),LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRMM82201L,ANNA FRANK (CREMONA),LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRMM824018,"SC. SEC. I GR ""VIRGILIO"" (CR)",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRMM825014,OMBRIANO,LOMBARDIA,CREMONA,CREMA,unknown,0,,URLError [Errno -2] Name or service not known
CRMM82601X,ALFREDO GALMOZZI (CREMA),LOMBARDIA,CREMONA,CREMA,madisoft,1,https://iccrema3.edu.it/amministrazione-trasparente/,ok
CRMM82701Q,"""GIOVANNI VAILATI"" (CREMA)",LOMBARDIA,CREMONA,CREMA,unknown,0,,URLError timed out
CRMM82801G,"""L.BENVENUTI""(BAGNOLO CREMASCO)",LOMBARDIA,CREMONA,BAGNOLO CREMASCO,madisoft,1,https://www.icbagnolocr.edu.it/amministrazione-trasparente/,ok
CRMM82802L,VAIANO CREMASCO,LOMBARDIA,CREMONA,VAIANO CREMASCO,madisoft,1,https://www.icbagnolocr.edu.it/amministrazione-trasparente/,ok
CRPC001012,"""G. ROMANI""",LOMBARDIA,CREMONA,CASALMAGGIORE,unknown,0,,URLError timed out
CRPC013018,"L.CLAS.""A. RACCHETTI""",LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRPC02000A,"""DANIELE MANIN""",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRPM02000E,"L.SC.UMANE""S. ANGUISSOLA""",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRPS001015,"""G. ROMANI""",LOMBARDIA,CREMONA,CASALMAGGIORE,unknown,0,,URLError timed out
CRPS00401L,"""J. TORRIANI""",LOMBARDIA,CREMONA,CREMONA,madisoft,1,https://www.iistorriani.it/amministrazione-trasparente/,ok
CRPS00901Q,"L.SCIENT.""G. GALILEI""",LOMBARDIA,CREMONA,CREMA,madisoft,1,https://galileicrema.edu.it/amministrazione-trasparente/,ok
CRPS01000V,"""G. ASELLI""",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRPS01301B,"L.SCIEN. ""L. DA VINCI""",LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRPS014017,LICEO SCIENT. SPORTIVO LUCA PACIOLI,LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRRA00201E,IST. PROF. AGRICOLTURA STANGA CREMONA,LOMBARDIA,CREMONA,CREMONA,agid_wordpress,1,https://web.spaggiari.eu/sdg/app/default/trasparenza.php?sede_codice=CRII0002&#038;referer=%3Chttps://www.istitutostanga.edu.it%3E,ok
CRRA00202G,ISTITUTO PROF. AGRICOLTURA STANGA CREMA,LOMBARDIA,CREMONA,CREMA,agid_wordpress,1,https://web.spaggiari.eu/sdg/app/default/trasparenza.php?sede_codice=CRII0002&#038;referer=%3Chttps://www.istitutostanga.edu.it%3E,ok
CRRA00203L,ISTIT. PROF. AGRICOLTURA STANGA PANDINO,LOMBARDIA,CREMONA,PANDINO,agid_wordpress,1,https://web.spaggiari.eu/sdg/app/default/trasparenza.php?sede_codice=CRII0002&#038;referer=%3Chttps://www.istitutostanga.edu.it%3E,ok
CRRC00101N,"""G. ROMANI""",LOMBARDIA,CREMONA,CASALMAGGIORE,unknown,0,,URLError timed out
CRRC00601R,"I.P. - ""L. EINAUDI""",LOMBARDIA,CREMONA,CREMONA,generic,1,https://www.einaudicremona.edu.it/amministrazione-trasparente/,ok
CRRC006505,"I.P. ""L. EINAUDI"" SERALE",LOMBARDIA,CREMONA,CREMONA,generic,1,https://www.einaudicremona.edu.it/amministrazione-trasparente/,ok
CRRC011018,"I.P. ""P.SRAFFA""",LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRRC01151N,"I.P. ""P. SRAFFA"" SERALE",LOMBARDIA,CREMONA,CREMA,unknown,0,,URLError timed out
CRRI00401T,I.P. ALA PONZONE CIMINO,LOMBARDIA,CREMONA,CREMONA,madisoft,1,https://www.iistorriani.it/amministrazione-trasparente/,ok
CRRI004517,I.P. ALA PONZONE CIMINO (SERALE),LOMBARDIA,CREMONA,CREMONA,madisoft,1,https://www.iistorriani.it/amministrazione-trasparente/,ok
CRRI008015,I.P.E L. A. STRADIVARI,LOMBARDIA,CREMONA,CREMONA,generic,1,,no_trasparenza_found
CRRI011011,"I.P. ""F. MARAZZI""",LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRRI01151A,"I.P. ""MARAZZI"" SERALE",LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRSL00801R,LICEO ARTISTICO,LOMBARDIA,CREMONA,CREMONA,unknown,0,,HTTPError 509
CRSL01601Q,"L.ARTISTICO ""MUNARI""",LOMBARDIA,CREMONA,CREMA,axios,1,https://iismunari.edu.it/albo-online/,ok
CRTA00201A,ISTITUTO TECNICO AGRARIO STANGA CREMONA,LOMBARDIA,CREMONA,CREMONA,agid_wordpress,1,https://web.spaggiari.eu/sdg/app/default/trasparenza.php?sede_codice=CRII0002&#038;referer=%3Chttps://www.istitutostanga.edu.it%3E,ok
CRTA00204D,ISTITUTO TECNICO AGRARIO STANGA CREMA,LOMBARDIA,CREMONA,CREMA,agid_wordpress,1,https://web.spaggiari.eu/sdg/app/default/trasparenza.php?sede_codice=CRII0002&#038;referer=%3Chttps://www.istitutostanga.edu.it%3E,ok
CRTD00301L,"""GHISLERI-BELTRAMI""",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRTD003512,"""E. BELTRAMI""",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError timed out
CRTD014013,I.T. ECON.TEC. PACIOLI,LOMBARDIA,CREMONA,CREMA,unknown,0,,HTTPError 509
CRTF001017,"""G. ROMANI""",LOMBARDIA,CREMONA,CASALMAGGIORE,unknown,0,,URLError timed out
CRTF00401P,"""J. TORRIANI""",LOMBARDIA,CREMONA,CREMONA,madisoft,1,https://www.iistorriani.it/amministrazione-trasparente/,ok
CRTF00601A,"I.T. TEC. - ""L. EINAUDI""",LOMBARDIA,CREMONA,CREMONA,generic,1,https://www.einaudicremona.edu.it/amministrazione-trasparente/,ok
CRTF008012,"I.T. ""A. STRADIVARI""",LOMBARDIA,CREMONA,CREMONA,generic,1,,no_trasparenza_found
CRTF00901T,"I.T.TEC. ""G. GALILEI""",LOMBARDIA,CREMONA,CREMA,madisoft,1,https://galileicrema.edu.it/amministrazione-trasparente/,ok
CRTF009517,"I.T.""G. GALILEI"" SERALE",LOMBARDIA,CREMONA,CREMA,madisoft,1,https://galileicrema.edu.it/amministrazione-trasparente/,ok
CRTF01102V,I.T. P. SRAFFA,LOMBARDIA,CREMONA,CREMA,spaggiari,1,https://www.sraffacrema.edu.it/pagine/organigramma-personale-ata,ok
CRTF016011,"I.T. ""B. MUNARI""",LOMBARDIA,CREMONA,CREMA,axios,1,https://iismunari.edu.it/albo-online/,ok
CRTL00101B,"""G. ROMANI""",LOMBARDIA,CREMONA,CASALMAGGIORE,unknown,0,,URLError timed out
CRTL003013,"""P.VACCHELLI""",LOMBARDIA,CREMONA,CREMONA,unknown,0,,URLError [Errno -2] Name or service not known
CRVC010003,PANDINO,LOMBARDIA,CREMONA,PANDINO,unknown,0,,no_site_in_csv
LCAA80201T,SC.MAT. MARGNO,LOMBARDIA,LECCO,MARGNO,unknown,0,,URLError [Errno -2] Name or service not known
LCAA80502A,INFANZIA DERVIO,LOMBARDIA,LECCO,DERVIO,unknown,0,,URLError [Errno -2] Name or service not known
LCAA80503B,"SCUOLA MATERNA ""S. VINCENZO""",LOMBARDIA,LECCO,VALVARRONE,unknown,0,,URLError [Errno -2] Name or service not known
LCAA806015,COLICO/CURCIO,LOMBARDIA,LECCO,COLICO,unknown,0,,URLError [Errno -2] Name or service not known
LCAA806026,COLICO/VILLATICO,LOMBARDIA,LECCO,COLICO,unknown,0,,URLError [Errno -2] Name or service not known
LCAA807011,"""VISCONTI DI MODRONE"" CASSAGO",LOMBARDIA,LECCO,CASSAGO BRIANZA,unknown,0,,URLError timed out
LCAA80801R,"""T. PREVOSTI"" SIRTORI",LOMBARDIA,LECCO,SIRTORI,agid_wordpress,1,https://www.icsbarzano.edu.it/amministrazione-trasparente/,ok
LCAA80901L,SCUOLA INFANZIA,LOMBARDIA,LECCO,LA VALLETTA BRIANZA,unknown,0,,URLError [Errno -2] Name or service not known
LCAA81001R,SCINF.BOSISIO PARINI LA N.FAM.,LOMBARDIA,LECCO,BOSISIO PARINI,agid_wordpress,1,https://www.comprensivobosisio.edu.it/amministrazione-trasparente/,ok
LCAA81002T,SC.INF. L. MELZI D'ERIL,LOMBARDIA,LECCO,BOSISIO PARINI,agid_wordpress,1,https://www.comprensivobosisio.edu.it/amministrazione-trasparente/,ok
LCAA81201C,VALMADRERA/CASERTA,LOMBARDIA,LECCO,VALMADRERA,unknown,0,,URLError timed out
LCAA81202D,VALMADRERA/PARE',LOMBARDIA,LECCO,VALMADRERA,unknown,0,,URLError timed out
LCAA81203E,LIMONTA,LOMBARDIA,LECCO,OLIVETO LARIO,unknown,0,,URLError timed out
LCAA813018,INFANZIA TACENO,LOMBARDIA,LECCO,TACENO,agid_wordpress,1,https://www.icscremeno.edu.it/amministrazione-trasparente/,ok
LCAA813029,INFANZIA CORTENOVA,LOMBARDIA,LECCO,CORTENOVA,agid_wordpress,1,https://www.icscremeno.edu.it/amministrazione-trasparente/,ok
LCAA81303A,INFANZIA PRIMALUNA,LOMBARDIA,LECCO,PRIMALUNA,agid_wordpress,1,https://www.icscremeno.edu.it/amministrazione-trasparente/,ok
LCAA814014,MONTEVECCHIA,LOMBARDIA,LECCO,MONTEVECCHIA,unknown,0,,URLError timed out
LCAA81501X,INFANZIA MONDO BAMBINO,LOMBARDIA,LECCO,COSTA MASNAGA,unknown,0,,URLError [Errno -2] Name or service not known
LCAA815021,INFANZIA GIANNI RODARI,LOMBARDIA,LECCO,NIBIONNO,unknown,0,,URLError [Errno -2] Name or service not known
LCAA81601Q,"""GIROTONDO"" - ROBBIATE",LOMBARDIA,LECCO,ROBBIATE,agid_wordpress,1,https://www.scuolarobbiate.edu.it/albo-online/,ok
LCAA81602R,"""ARCOBALENO"" - PADERNO D'ADDA",LOMBARDIA,LECCO,PADERNO D'ADDA,agid_wordpress,1,https://www.scuolarobbiate.edu.it/albo-online/,ok
LCAA81603T,"""AQUILONE"" - VERDERIO",LOMBARDIA,LECCO,VERDERIO,agid_wordpress,1,https://www.scuolarobbiate.edu.it/albo-online/,ok
LCAA81701G,"""Q. FENAROLI"" AIRUNO",LOMBARDIA,LECCO,AIRUNO,unknown,0,,URLError timed out
LCAA81801B,SCUOLA INFANZIA DI MERATE,LOMBARDIA,LECCO,MERATE,generic,1,http://www.comprensivomerate.it/index.php/albo-pretorio,ok
LCAA81802C,SCUOLA INFANZIA DI SARTIRANA,LOMBARDIA,LECCO,MERATE,generic,1,http://www.comprensivomerate.it/index.php/albo-pretorio,ok
LCAA819017,COLLODI,LOMBARDIA,LECCO,GARLATE,unknown,0,,URLError [Errno -2] Name or service not known
LCAA819028,OLGINATE/CHARLIE CHAPLIN,LOMBARDIA,LECCO,OLGINATE,unknown,0,,URLError [Errno -2] Name or service not known
LCAA819039,"VALGREGHENTINO""SAN GIUSEPPE""",LOMBARDIA,LECCO,VALGREGHENTINO,unknown,0,,URLError [Errno -2] Name or service not known
LCAA82001B,"""FRECCIA AZZURRA""",LOMBARDIA,LECCO,GALBIATE,unknown,0,,URLError [Errno -2] Name or service not known
LCAA821017,"""DON A. CASARTELLI"" ANNONE B.",LOMBARDIA,LECCO,ANNONE DI BRIANZA,agid_wordpress,1,https://www.icsoggiono.edu.it/amministrazione-trasparente/,ok
LCAA821028,"""MASSIMO DE VECCHI"" ELLO",LOMBARDIA,LECCO,ELLO,agid_wordpress,1,https://www.icsoggiono.edu.it/amministrazione-trasparente/,ok
LCAA822013,INFANZIA-GARBAGNATE MONASTERO,LOMBARDIA,LECCO,GARBAGNATE MONASTERO,unknown,0,,URLError timed out
LCAA82301V,MONTE MARENZO,LOMBARDIA,LECCO,MONTE MARENZO,agid_wordpress,1,https://www.istitutocomprensivocalolziocorte.edu.it/amministrazione-trasparente/,ok
LCAA82302X,ERVE,LOMBARDIA,LECCO,ERVE,agid_wordpress,1,https://www.istitutocomprensivocalolziocorte.edu.it/amministrazione-trasparente/,ok
LCAA823031,CALOLZIOCORTE FOPPENICO,LOMBARDIA,LECCO,CALOLZIOCORTE,agid_wordpress,1,https://www.istitutocomprensivocalolziocorte.edu.it/amministrazione-trasparente/,ok
LCAA823042,CALOLZIOCORTE CAP.,LOMBARDIA,LECCO,CALOLZIOCORTE,agid_wordpress,1,https://www.istitutocomprensivocalolziocorte.edu.it/amministrazione-trasparente/,ok
LCAA823053,CALOLZIOCORTE SALA,LOMBARDIA,LECCO,CALOLZIOCORTE,agid_wordpress,1,https://www.istitutocomprensivocalolziocorte.edu.it/amministrazione-trasparente/,ok
LCAA823064,CALOLZIOCORTE PASCOLO,LOMBARDIA,LECCO,CALOLZIOCORTE,agid_wordpress,1,https://www.istitutocomprensivocalolziocorte.edu.it/amministrazione-trasparente/,ok
LCAA823075,CALOLZIOCORTE LORENTINO,LOMBARDIA,LECCO,CALOLZIOCORTE,agid_wordpress,1,https://www.istitutocomprensivocalolziocorte.edu.it/amministrazione-trasparente/,ok
LCAA82401P,"""GLI AQUILONI""",LOMBARDIA,LECCO,LECCO,unknown,0,,URLError [Errno -2] Name or service not known
LCAA82402Q,"""PIANETA BIMBI""",LOMBARDIA,LECCO,BALLABIO,unknown,0,,URLError [Errno -2] Name or service not known
LCAA82601A,"""SPREAFICO ROSA"" INSEGNANTE",LOMBARDIA,LECCO,LECCO,generic,1,https://www.stoppanicomprensivo.it/amministrazione-trasparente/,ok
LCAA82602B,LECCO CALEOTTO,LOMBARDIA,LECCO,LECCO,generic,1,https://www.stoppanicomprensivo.it/amministrazione-trasparente/,ok
LCAA827027,DAMIANO CHIESA,LOMBARDIA,LECCO,LECCO,unknown,0,,URLError timed out
LCAA827038,S.STEFANO,LOMBARDIA,LECCO,LECCO,unknown,0,,URLError timed out
LCAA830012,CASATENOVO/VALAPERTA,LOMBARDIA,LECCO,CASATENOVO,unknown,0,,URLError [Errno -2] Name or service not known
LCCT700006,CENTRO ISTRUZIONE FORMAZIONE ETA ADULTA,LOMBARDIA,LECCO,LECCO,agid_wordpress,1,https://www.cpialecco.edu.it/amministrazione-trasparente/,ok
LCCT701002,CENTRO ISTRUZIONE FORMAZIONE ETA ADULTA,LOMBARDIA,LECCO,CERNUSCO LOMBARDONE,agid_wordpress,1,https://www.cpialecco.edu.it/amministrazione-trasparente/,ok
LCCT70200T,CENTRO ISTRUZIONE FORMAZIONE ETA'ADULTA,LOMBARDIA,LECCO,OGGIONO,agid_wordpress,1,https://www.cpialecco.edu.it/amministrazione-trasparente/,ok
LCCT70300N,CENTRO ISTRUZIONE FORMAZIONE ETA ADULTA,LOMBARDIA,LECCO,CASATENOVO,agid_wordpress,1,https://www.cpialecco.edu.it/amministrazione-trasparente/,ok
LCCT70400D,CENTRO ISTRUZIONE FORMAZIONE ETA ADULTA,LOMBARDIA,LECCO,COLICO,agid_wordpress,1,https://www.cpialecco.edu.it/amministrazione-trasparente/,ok
LCEE70001E,LECCO CARCERARIA,LOMBARDIA,LECCO,LECCO,agid_wordpress,1,https://www.cpialecco.edu.it/amministrazione-trasparente/,ok
LCEE802024,SCUOLA PRIMARIA PREMANA,LOMBARDIA,LECCO,PREMANA,unknown,0,,URLError [Errno -2] Name or service not known
LCEE802046,SCUOLA PRIMARIA CASARGO,LOMBARDIA,LECCO,CASARGO,unknown,0,,URLError [Errno -2] Name or service not known
LCEE80401P,MANDELLO LARIO,LOMBARDIA,LECCO,MANDELLO DEL LARIO,madisoft,1,https://icmandellolario.edu.it/amministrazione-trasparente/,ok
LCEE80402Q,ABBADIA L. CAP.,LOMBARDIA,LECCO,ABBADIA LARIANA,madisoft,1,https://icmandellolario.edu.it/amministrazione-trasparente/,ok
LCEE80501E,PRIMARIA DI BELLANO,LOMBARDIA,LECCO,BELLANO,unknown,0,,URLError [Errno -2] Name or service not known
LCEE80502G,PRIMARIA DI ESINO LARIO,LOMBARDIA,LECCO,ESINO LARIO,unknown,0,,URLError [Errno -2] Name or service not known
LCEE80504N,PRIMARIA DI LIERNA,LOMBARDIA,LECCO,LIERNA,unknown,0,,URLError [Errno -2] Name or service not known
LCEE80505P,DERVIO,LOMBARDIA,LECCO,DERVIO,unknown,0,,URLError [Errno -2] Name or service not known
LCEE80506Q,VESTRENO,LOMBARDIA,LECCO,VALVARRONE,unknown,0,,URLError [Errno -2] Name or service not known
LCEE80601A,COLICO CAP.,LOMBARDIA,LECCO,COLICO,unknown,0,,URLError [Errno -2] Name or service not known
LCEE807016,"""S.PINI"" CASSAGO BRIANZA",LOMBARDIA,LECCO,CASSAGO BRIANZA,unknown,0,,URLError timed out
LCEE807027,"""F. CONFALONIERI"" CREMELLA",LOMBARDIA,LECCO,CREMELLA,unknown,0,,URLError timed out
LCEE808012,"S. PRIMARIA ""A. NEGRI"" BARZANO'",LOMBARDIA,LECCO,BARZANO',agid_wordpress,1,https://www.icsbarzano.edu.it/amministrazione-trasparente/,ok
LCEE808023,"S. PRIMARIA ""A. PULICI"" BARZAGO",LOMBARDIA,LECCO,BARZAGO,agid_wordpress,1,https://www.icsbarzano.edu.it/amministrazione-trasparente/,ok
LCEE808034,"S. PRIMARIA ""M. NEGRI"" SIRTORI",LOMBARDIA,LECCO,SIRTORI,agid_wordpress,1,https://www.icsbarzano.edu.it/amministrazione-trasparente/,ok
LCEE808045,"""DON C. A. DE CAPITANI"" VIGANO'",LOMBARDIA,LECCO,VIGANO',agid_wordpress,1,https://www.icsbarzano.edu.it/amministrazione-trasparente/,ok
LCEE80901T,SCUOLA PRIMARIA 1,LOMBARDIA,LECCO,LA VALLETTA BRIANZA,generic,1,https://www.icslavallettabrianza.edu.it/amministrazione-trasparente/,ok
LCEE80902V,SCUOLA PRIMARIA LUIGIA BERTONE,LOMBARDIA,LECCO,SANTA MARIA HOE',generic,1,https://www.icslavallettabrianza.edu.it/amministrazione-trasparente/,ok
LCEE80903X,SCUOLA PRIMARIA 2,LOMBARDIA,LECCO,LA VALLETTA BRIANZA,generic,1,https://www.icslavallettabrianza.edu.it/amministrazione-trasparente/,ok
LCEE809041,SCUOLA PRIMARIA E. DE AMICIS,LOMBARDIA,LECCO,CASTELLO DI BRIANZA,generic,1,https://www.icslavallettabrianza.edu.it/amministrazione-trasparente/,ok
LCEE810012,SC. PRIMARIA ITALO CALVINO,LOMBARDIA,LECCO,BOSISIO PARINI,agid_wordpress,1,https://www.comprensivobosisio.edu.it/amministrazione-trasparente/,ok
LCEE810023,SC.PRIM.BOSISIO P. LA N.FAMIG,LOMBARDIA,LECCO,BOSISIO PARINI,agid_wordpress,1,https://www.comprensivobosisio.edu.it/amministrazione-trasparente/,ok
LCEE810034,SCUOLA PRIMARIA CESANA BRIANZA,LOMBARDIA,LECCO,CESANA BRIANZA,agid_wordpress,1,https://www.comprensivobosisio.edu.it/amministrazione-trasparente/,ok
LCEE810045,PRIMARIA IRCCS E. MEDEA LA NS FAMIGLIA,LOMBARDIA,LECCO,BOSISIO PARINI,wordpress_generic,1,,no_trasparenza_found
LCEE81203Q,VALMADRERA VIA LEOPARDI,LOMBARDIA,LECCO,VALMADRERA,unknown,0,,URLError timed out
